datetime,LV6.201 Load 1 [H0-A],LV6.201 Load 3 [H0-A],LV6.201 Load 6 [H0-A],LV6.201 Load 11 [H0-A],LV6.201 Load 20 [H0-A],LV6.201 Load 27 [H0-A],LV6.201 Load 30 [H0-A],LV6.201 Load 36 [H0-A],LV6.201 Load 37 [H0-A]
2016-02-18 14:15:00,0.000937,0.00107,0.000938,0.001919,0.001093,0.001541,0.001531,0.001035,0.00118
2016-02-18 14:30:00,0.000677,0.00062,0.000657,0.000893,0.000536,0.000706,0.000931,0.000681,0.000775
2016-02-18 14:45:00,0.000538,0.000487,0.000649,0.000838,0.000522,0.000766,0.000861,0.000652,0.000485
2016-02-18 15:00:00,0.001085,0.000874,0.00102,0.001256,0.000818,0.001415,0.001192,0.001039,0.000827
2016-02-18 15:15:00,0.000905,0.000959,0.001077,0.001386,0.001202,0.001226,0.001193,0.001111,0.000944
2016-02-18 15:30:00,0.001233,0.001382,0.001363,0.001791,0.001193,0.001841,0.001628,0.001381,0.00134
2016-02-18 15:45:00,0.001299,0.000993,0.001242,0.001857,0.001354,0.001455,0.00152,0.001083,0.001423
2016-02-18 16:00:00,0.001091,0.001018,0.001359,0.002075,0.001105,0.001359,0.001548,0.001316,0.001038
2016-02-18 16:15:00,0.001193,0.00121,0.001068,0.00189,0.001016,0.001937,0.001593,0.001211,0.001326
2016-02-18 16:30:00,0.001377,0.0012,0.001238,0.00232,0.001142,0.00173,0.001671,0.001406,0.001016
2016-02-18 16:45:00,0.00062,0.000729,0.000636,0.001096,0.00065,0.000762,0.000791,0.000564,0.000516
2016-02-18 17:00:00,0.000675,0.000501,0.000586,0.000768,0.000506,0.000861,0.000609,0.00063,0.000526
2016-02-18 17:15:00,0.00058,0.000656,0.000629,0.00095,0.000534,0.000766,0.000879,0.000669,0.000464
2016-02-18 17:30:00,0.000609,0.000562,0.000688,0.001128,0.00062,0.000765,0.000768,0.000681,0.000589
2016-02-18 17:45:00,0.000485,0.000625,0.000463,0.000745,0.000584,0.000621,0.000836,0.00061,0.000616
2016-02-18 18:00:00,0.000935,0.000854,0.000823,0.001229,0.000969,0.001188,0.001229,0.001054,0.000934
2016-02-18 18:15:00,0.000622,0.000582,0.000552,0.000772,0.000532,0.000605,0.000812,0.000492,0.000603
2016-02-18 18:30:00,0.000524,0.000591,0.000549,0.000844,0.00059,0.000893,0.000858,0.000477,0.000529
2016-02-18 18:45:00,0.000629,0.000552,0.000644,0.001026,0.000727,0.000823,0.000904,0.000735,0.000675
2016-02-18 19:00:00,0.000462,0.00047,0.00042,0.00087,0.000505,0.000669,0.00071,0.000393,0.00046
2016-02-18 19:15:00,0.000803,0.000715,0.000764,0.001437,0.000689,0.001156,0.000969,0.000774,0.000778
2016-02-18 19:30:00,0.00068,0.000527,0.000513,0.000985,0.000656,0.000671,0.000659,0.000534,0.000659
2016-02-18 19:45:00,0.000777,0.0008,0.000652,0.001,0.00062,0.001036,0.000843,0.000763,0.000755
2016-02-18 20:00:00,0.000822,0.001103,0.000919,0.001958,0.001193,0.001106,0.00158,0.001225,0.000828
2016-02-18 20:15:00,0.000844,0.000767,0.000689,0.001494,0.000806,0.001088,0.00104,0.000652,0.000911
2016-02-18 20:30:00,0.000659,0.000832,0.000776,0.001289,0.000761,0.000805,0.001064,0.000796,0.00071
2016-02-18 20:45:00,0.001606,0.001554,0.001637,0.002364,0.001883,0.002198,0.002071,0.001438,0.001696
2016-02-18 21:00:00,0.001545,0.001573,0.001667,0.002688,0.002054,0.002038,0.002687,0.001614,0.001789
2016-02-18 21:15:00,0.001128,0.001108,0.000885,0.001316,0.000972,0.001394,0.001496,0.001088,0.000871
2016-02-18 21:30:00,0.000872,0.000748,0.000792,0.00129,0.000695,0.000887,0.00085,0.000671,0.00062
2016-02-18 21:45:00,0.000687,0.000912,0.000667,0.00148,0.000788,0.001145,0.000875,0.000833,0.000755
2016-02-18 22:00:00,0.001012,0.001048,0.000979,0.001223,0.00084,0.001013,0.001103,0.001056,0.00079
2016-02-18 22:15:00,0.000772,0.000755,0.000691,0.001003,0.00076,0.000976,0.000921,0.000773,0.000653
2016-02-18 22:30:00,0.000658,0.000469,0.000608,0.000832,0.000459,0.000612,0.000842,0.000631,0.000616
2016-02-18 22:45:00,0.000422,0.000428,0.000407,0.000887,0.000532,0.000563,0.000677,0.000439,0.000466
2016-02-18 23:00:00,0.000472,0.00053,0.000369,0.000674,0.000421,0.00059,0.00064,0.000404,0.000415
2016-02-18 23:15:00,0.000305,0.000343,0.000427,0.000722,0.000333,0.000576,0.000449,0.000413,0.000422
2016-02-18 23:30:00,0.000292,0.000359,0.000269,0.000495,0.000329,0.000461,0.000433,0.000334,0.000336
2016-02-18 23:45:00,0.000258,0.000239,0.000243,0.000494,0.000299,0.000426,0.000315,0.000251,0.000255
2016-02-19 00:00:00,0.000244,0.000215,0.000245,0.000405,0.000199,0.000288,0.000327,0.000216,0.000257
2016-02-19 00:15:00,0.000214,0.000217,0.000184,0.000315,0.000204,0.000227,0.000243,0.000196,0.000176
2016-02-19 00:30:00,0.000613,0.000697,0.000706,0.001176,0.000559,0.000822,0.000919,0.000609,0.000554
2016-02-19 00:45:00,0.000283,0.000344,0.000339,0.000458,0.000287,0.000379,0.000473,0.00031,0.000321
2016-02-19 01:00:00,0.000236,0.000221,0.000234,0.000329,0.000257,0.000315,0.000359,0.000206,0.000261
2016-02-19 01:15:00,0.000209,0.000166,0.000229,0.000285,0.000236,0.000265,0.000315,0.000194,0.000209
2016-02-19 01:30:00,0.000112,0.00011,9.2e-05,0.000136,8.4e-05,0.000111,0.000105,0.000116,0.000108
2016-02-19 01:45:00,0.000303,0.000361,0.000271,0.00051,0.000262,0.000402,0.000344,0.000287,0.00034
2016-02-19 02:00:00,0.000192,0.000156,0.000141,0.000295,0.000163,0.000232,0.000191,0.000185,0.000164
2016-02-19 02:15:00,0.000334,0.00028,0.000247,0.00044,0.000261,0.000332,0.000354,0.000297,0.000258
2016-02-19 02:30:00,0.000125,0.000118,9.7e-05,0.000178,0.000102,0.000163,0.000167,0.000124,0.000109
2016-02-19 02:45:00,0.000237,0.000265,0.000288,0.000509,0.000282,0.000365,0.000341,0.000316,0.000342
2016-02-19 03:00:00,0.000153,0.000134,0.00013,0.000214,0.000131,0.000149,0.000164,0.000153,0.000147
2016-02-19 03:15:00,0.000163,0.000176,0.000226,0.000314,0.000172,0.000228,0.000292,0.000206,0.000225
2016-02-19 03:30:00,0.000202,0.000228,0.00023,0.000404,0.000213,0.000305,0.000359,0.000273,0.000246
2016-02-19 03:45:00,8.5e-05,9.8e-05,9.2e-05,0.000176,0.000117,0.000148,0.000118,8.3e-05,0.000105
2016-02-19 04:00:00,0.000311,0.000273,0.000222,0.000524,0.000242,0.000319,0.000296,0.000259,0.000227
2016-02-19 04:15:00,0.000142,0.000141,0.00011,0.000181,0.000143,0.000189,0.000167,0.000129,0.0001
2016-02-19 04:30:00,0.000291,0.000257,0.000264,0.000404,0.000243,0.000385,0.000391,0.000262,0.000222
2016-02-19 04:45:00,0.000257,0.000285,0.000255,0.000366,0.000242,0.000371,0.000296,0.000288,0.000257
2016-02-19 05:00:00,0.000192,0.000215,0.000251,0.00037,0.000257,0.000269,0.000264,0.000198,0.000246
2016-02-19 05:15:00,0.000395,0.000303,0.000394,0.000551,0.000286,0.00054,0.000482,0.000354,0.000356
2016-02-19 05:30:00,0.00029,0.000277,0.000351,0.000493,0.00036,0.00047,0.00037,0.000349,0.000361
2016-02-19 05:45:00,0.000203,0.000152,0.000185,0.000314,0.000185,0.000197,0.000202,0.000194,0.000192
2016-02-19 06:00:00,0.000382,0.000271,0.000327,0.000455,0.000292,0.000499,0.000455,0.000362,0.000384
2016-02-19 06:15:00,0.0007902451340323442,0.0005978828316692078,0.000612613278246565,0.001330939173107106,0.0005831523850918504,0.0008240385114745168,0.0009557460338132409,0.0006957969765657592,0.00056668894479951
2016-02-19 06:30:00,0.0006703109470437324,0.0006920507615424481,0.00047972523993832525,0.0008377075186838428,0.00046885533268896737,0.0006695862865604418,0.0006579917188277934,0.0005434953624678911,0.0006224833551465578
2016-02-19 06:45:00,0.0005125603086052325,0.0005023571174503274,0.0004891529877204502,0.0007412318280181055,0.00041232896020116484,0.0006007879027094119,0.0006662083636438034,0.00046874660541064005,0.0004339357179409638
2016-02-19 07:00:00,0.0004698544757177005,0.00047760784990446127,0.00041144572351076966,0.00083788130378261,0.0003731957441894167,0.000516374720838265,0.0005747834730451957,0.0003964558667496989,0.0005298139027619835
2016-02-19 07:15:00,0.0005627737090893258,0.0005615582151172106,0.0004855898418600122,0.0007694076843489054,0.0005706744199080744,0.0005907300704479747,0.0005336018537585615,0.0005086842273302005,0.00039928976983983483
2016-02-19 07:30:00,0.0005192282609896553,0.0004113184739553678,0.0005682781641870586,0.0008282426511332962,0.00046807621908379174,0.0006859979318608266,0.0006061166609393411,0.0005318410932404161,0.00040010706751024714
2016-02-19 07:45:00,0.0012790920232451626,0.001308265896904354,0.0009125952354015737,0.0017868997616254589,0.0009481508939237129,0.0015544204559037793,0.0013821122646041815,0.0009417691090607649,0.0009517976281311119
2016-02-19 08:00:00,0.001697,0.001604,0.001498,0.003211,0.001707,0.00199,0.002618,0.001792,0.001495
2016-02-19 08:15:00,0.0012293179243581967,0.0012197275008348349,0.0014560006621831124,0.002632135328820848,0.0011386448292282306,0.001640834279178813,0.0020322979302687637,0.0014359479584524469,0.0011578256762749541
2016-02-19 08:30:00,0.0006669545341792126,0.0008743931491404639,0.0007568883640832994,0.001107433365315287,0.0008041528586314325,0.0011225317455181628,0.0010759237022831983,0.0006748319499372349,0.0007483544970121087
2016-02-19 08:45:00,0.0011568563005304204,0.001659588915081912,0.0012132708979019657,0.0026971890414218508,0.0013560926633995486,0.0022537274595518563,0.0021244737617765437,0.0016974366829387716,0.0011975605036972318
2016-02-19 09:00:00,0.0023882902155014296,0.0021695981830756415,0.0019530714182976335,0.003776226777728462,0.0022027989536749365,0.0023572547125499154,0.002394064262562177,0.0021977466624967827,0.0018238771153134222
2016-02-19 09:15:00,0.001027601749988817,0.001227660875935664,0.0008760249191878637,0.001467286012863642,0.0011145355205952464,0.0016617724612075124,0.0013118083077406052,0.0012321190180180448,0.0008665513672628041
2016-02-19 09:30:00,0.0007297727763863115,0.0008012327531484856,0.0007199837384736849,0.0013562712027944126,0.0007361356510295188,0.0012280348061390043,0.0012867690336147636,0.0007831230330101264,0.0009294691498038937
2016-02-19 09:45:00,0.0006414673616349975,0.0004859721735387272,0.0006048802585535221,0.0009031446858481583,0.0006160154638391887,0.0009055308012665155,0.0007094716510581745,0.0006283437268340336,0.0006533979387267829
2016-02-19 10:00:00,0.0005212338311067812,0.0006646127420951208,0.0007077848451275213,0.0008879986697123128,0.0006234210107614542,0.0009105749070778802,0.000901069122923957,0.0004931125529847589,0.0006408482817103131
2016-02-19 10:15:00,0.00020649215122471077,0.00018775258693897639,0.0001984609093879674,0.0003296378593881078,0.00019025119551040767,0.00031482468000033686,0.0002923372028574556,0.00016562205387772827,0.00020863381571450902
2016-02-19 10:30:00,0.00047224744904196623,0.000450643345380897,0.0003830924860462858,0.0007360609402271368,0.0003471870743278889,0.0005744865874943508,0.0004935472695528798,0.00037852823879394734,0.00036057553293474876
2016-02-19 10:45:00,0.0004070350727316968,0.0002948467355106337,0.00032416228091513254,0.0006480426815859909,0.0003190884365182,0.00047778701404447795,0.0005228878531283226,0.00039181353954089934,0.0003630617546249485
2016-02-19 11:00:00,0.0,-1.0842021724855044e-19,0.0,0.0,0.0,0.0,2.168404344971009e-19,0.0,0.0
2016-02-19 11:15:00,2.73237287499535e-05,2.7367516776796415e-05,2.8243277313653873e-05,4.153294346046616e-05,2.4608871085695294e-05,2.8374641394182405e-05,3.411087291059901e-05,2.9316083971304236e-05,3.08924529376477e-05
2016-02-19 11:30:00,0.00020726813359291823,0.00023956088713184107,0.00024347925471606183,0.0003504912246023663,0.00017632654128993375,0.0003226573031420393,0.00031819847106344347,0.00020834906258166883,0.0002421280934801237
2016-02-19 11:45:00,-1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-19 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-19 12:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-19 12:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-19 12:45:00,0.0,0.0,-1.0842021724855044e-19,0.0,0.0,0.0,0.0,-1.0842021724855044e-19,0.0
2016-02-19 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-19 13:15:00,0.0,0.0,0.0,0.0,0.0,-2.168404344971009e-19,-2.168404344971009e-19,0.0,0.0
2016-02-19 13:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-19 13:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-19 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-19 14:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-19 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-19 14:45:00,7.202082985254194e-05,9.904457485915947e-05,9.254357959813354e-05,0.00016252488152564788,8.540523186053651e-05,0.00011740032618440905,0.00014098236781754227,9.738745842007436e-05,7.393288728225545e-05
2016-02-19 15:00:00,0.0010032418238849644,0.0010511556508890222,0.0008425462194713549,0.0012074284405022566,0.0010364129348877735,0.0012958847365097481,0.0012826162921086245,0.0007739925900655492,0.0009553279968809066
2016-02-19 15:15:00,0.001244513126077239,0.0012312570338821806,0.0011088331236101716,0.0019712588864180826,0.001072963697670602,0.001418401864871239,0.001215661631299759,0.0013100138169234094,0.0010402133522475166
2016-02-19 15:30:00,0.00033523464530075826,0.0003571420765286194,0.00028224923023802443,0.00046616975752309086,0.0003494999493561097,0.0004906245644751219,0.0004004474638395076,0.0003056850869003875,0.0003265735678385806
2016-02-19 15:45:00,0.0004473695360729802,0.0003255695720582721,0.0003931079407299349,0.0006811561968595054,0.0004548737992587205,0.0006251628484735968,0.0005836007754448814,0.0003757904103013034,0.0003475051106012053
2016-02-19 16:00:00,0.00034242272477218085,0.0003739824229078657,0.0003676704832807287,0.0006106801589255023,0.00032559088576648225,0.0003471566794925336,0.00045182967830922167,0.0002603675096194002,0.0002619454945261844
2016-02-19 16:15:00,0.00040601909618627073,0.0004509831944416098,0.0003704504811484652,0.0008274736290870609,0.0005335292255670831,0.0005905732308163938,0.0005919154427046128,0.00042749448639777595,0.00041004573185092794
2016-02-19 16:30:00,0.00033196609046196436,0.0003646755375305437,0.00031456744840420946,0.0005407497951550237,0.00035841202638975194,0.000436357942808494,0.00038555390799984964,0.00036606742889516404,0.0003479728411550989
2016-02-19 16:45:00,0.000525599464786174,0.0006356912445724672,0.0006383547553737485,0.0010680678313137962,0.0005122819107797676,0.0007031668515382598,0.0006916249713993742,0.0006126074842946961,0.0005717669853417163
2016-02-19 17:00:00,0.000675,0.000652,0.000542,0.001055,0.000642,0.000826,0.000656,0.000623,0.00068
2016-02-19 17:15:00,0.000779,0.000787,0.000761,0.001048,0.000597,0.000992,0.001107,0.000725,0.000738
2016-02-19 17:30:00,0.000858,0.000988,0.000769,0.001546,0.001002,0.001164,0.001334,0.000894,0.000789
2016-02-19 17:45:00,0.001398,0.001314,0.00152,0.002369,0.001459,0.001683,0.0021,0.001353,0.00112
2016-02-19 18:00:00,0.001418,0.001653,0.001378,0.001947,0.001444,0.001963,0.001921,0.001708,0.001461
2016-02-19 18:15:00,0.001447,0.00168,0.00144,0.002473,0.001382,0.002376,0.002357,0.001798,0.00162
2016-02-19 18:30:00,0.00134,0.001305,0.001212,0.002381,0.001511,0.00153,0.001658,0.001528,0.001438
2016-02-19 18:45:00,0.001176,0.000935,0.000908,0.001694,0.000982,0.001474,0.001159,0.000868,0.000805
2016-02-19 19:00:00,0.000854,0.001066,0.000971,0.00175,0.000759,0.000982,0.001003,0.001077,0.000948
2016-02-19 19:15:00,0.001215,0.001532,0.00131,0.001924,0.001125,0.001764,0.001529,0.001424,0.001599
2016-02-19 19:30:00,0.001041,0.001094,0.001521,0.001988,0.001329,0.001897,0.001798,0.001286,0.001287
2016-02-19 19:45:00,0.001368,0.001193,0.001257,0.001992,0.001081,0.001705,0.001478,0.001372,0.001214
2016-02-19 20:00:00,0.000819,0.000869,0.000733,0.001465,0.000811,0.001272,0.001016,0.000868,0.000956
2016-02-19 20:15:00,0.000632,0.00086,0.000641,0.001409,0.000685,0.000919,0.000898,0.000726,0.000738
2016-02-19 20:30:00,0.000959,0.000951,0.000759,0.001279,0.000857,0.001157,0.001112,0.000807,0.000792
2016-02-19 20:45:00,0.000567,0.000681,0.000688,0.001152,0.000684,0.000776,0.000828,0.000768,0.000709
2016-02-19 21:00:00,0.000725,0.000535,0.000587,0.000984,0.000574,0.001039,0.000768,0.000642,0.000632
2016-02-19 21:15:00,0.000546,0.000619,0.00064,0.001265,0.000555,0.001018,0.00073,0.000589,0.000778
2016-02-19 21:30:00,0.000639,0.000726,0.000897,0.001126,0.00064,0.001068,0.001102,0.000678,0.000754
2016-02-19 21:45:00,0.000488,0.00065,0.000664,0.001052,0.000702,0.000939,0.000907,0.00051,0.000675
2016-02-19 22:00:00,0.000634,0.00072,0.000718,0.001149,0.000718,0.000773,0.000929,0.000691,0.000574
2016-02-19 22:15:00,0.000374,0.000329,0.000325,0.000603,0.000341,0.000378,0.000388,0.000319,0.00032
2016-02-19 22:30:00,0.000202,0.000257,0.000212,0.000374,0.000228,0.000289,0.000311,0.000234,0.000221
2016-02-19 22:45:00,0.00028,0.000221,0.00024,0.000389,0.000226,0.000389,0.000317,0.000293,0.000204
2016-02-19 23:00:00,0.000301,0.000258,0.000272,0.000484,0.000249,0.000391,0.000397,0.000323,0.000269
2016-02-19 23:15:00,0.000198,0.000233,0.000228,0.000403,0.000199,0.000259,0.000248,0.000205,0.000193
2016-02-19 23:30:00,0.000244,0.000225,0.000196,0.000303,0.000213,0.000292,0.000318,0.000193,0.000229
2016-02-19 23:45:00,0.000174,0.000158,0.000158,0.000265,0.000155,0.000238,0.000241,0.000145,0.000156
2016-02-20 00:00:00,0.00011,0.00011,0.000101,0.000152,0.000103,0.000112,0.000118,8.8e-05,0.000101
2016-02-20 00:15:00,0.000117,0.000141,0.000125,0.000175,0.000112,0.000178,0.000164,0.00013,0.000145
2016-02-20 00:30:00,0.000104,0.000118,0.000101,0.000176,8.9e-05,0.00015,0.000159,0.000106,0.000116
2016-02-20 00:45:00,0.00016,0.000154,0.000114,0.000249,0.000116,0.000203,0.00021,0.000117,0.00012
2016-02-20 01:00:00,0.000154,0.000125,0.000115,0.000186,0.000153,0.0002,0.000196,0.000117,0.000147
2016-02-20 01:15:00,0.000116,0.000117,0.000108,0.000175,0.00011,0.000159,0.000159,8.3e-05,9.4e-05
2016-02-20 01:30:00,0.000106,8.1e-05,0.000108,0.000139,0.000103,0.000104,0.000118,0.000103,0.0001
2016-02-20 01:45:00,7.6e-05,6.7e-05,7.6e-05,0.000134,7.8e-05,9.3e-05,0.000106,7.2e-05,8.8e-05
2016-02-20 02:00:00,7.7e-05,0.0001,7.9e-05,0.000152,8.5e-05,0.000106,0.000122,8.6e-05,8.6e-05
2016-02-20 02:15:00,0.000108,0.000108,9.4e-05,0.000176,9.4e-05,0.000121,0.000143,9.1e-05,9.9e-05
2016-02-20 02:30:00,8.6e-05,9.5e-05,9.6e-05,0.000121,0.0001,9.1e-05,0.00013,8.3e-05,7.1e-05
2016-02-20 02:45:00,0.000103,0.000103,8.4e-05,0.000136,0.000122,0.000156,0.000125,0.000109,0.000121
2016-02-20 03:00:00,0.000103,9.8e-05,9.3e-05,0.000156,0.000101,0.000115,0.000111,8.9e-05,9.2e-05
2016-02-20 03:15:00,9.8e-05,0.0001,0.000101,0.000195,0.00012,0.000158,0.000134,9.2e-05,0.000113
2016-02-20 03:30:00,0.000116,9.3e-05,0.00012,0.000159,9.6e-05,0.000119,0.000118,9.8e-05,0.000108
2016-02-20 03:45:00,5.5e-05,6.7e-05,5.6e-05,9.3e-05,7e-05,9.1e-05,0.000101,7.3e-05,5.4e-05
2016-02-20 04:00:00,6.5e-05,7.9e-05,7.1e-05,0.000125,7.3e-05,9.7e-05,9.4e-05,7.6e-05,6.5e-05
2016-02-20 04:15:00,7.8e-05,6.1e-05,8.3e-05,0.000119,7.6e-05,9.7e-05,8.3e-05,8.3e-05,8.1e-05
2016-02-20 04:30:00,7.6e-05,9.3e-05,0.000101,0.000152,7.9e-05,0.000118,0.000132,9.8e-05,9.9e-05
2016-02-20 04:45:00,8.6e-05,8.3e-05,9e-05,0.000164,0.000102,0.000106,0.000114,0.0001,7.2e-05
2016-02-20 05:00:00,6e-05,7.8e-05,8.2e-05,0.000118,6.6e-05,0.000109,0.000102,8.3e-05,7.4e-05
2016-02-20 05:15:00,9.4e-05,7.9e-05,9.3e-05,0.000145,8.9e-05,0.000117,0.000126,7.7e-05,8.1e-05
2016-02-20 05:30:00,0.000116,0.000113,0.000118,0.000147,0.000107,0.00015,0.000135,0.00012,0.000109
2016-02-20 05:45:00,9.6e-05,0.000106,9.1e-05,0.000139,9.9e-05,0.000119,0.000148,0.000107,0.0001
2016-02-20 06:00:00,6.6e-05,9.3e-05,8.3e-05,0.00013,9.1e-05,0.000121,0.000102,7e-05,6.7e-05
2016-02-20 06:15:00,0.0004925022965903578,0.0004908242649154333,0.0005780819120115103,0.0008532791066991377,0.0005470383260254059,0.000956478054706998,0.0007987430772640896,0.0005117996608519902,0.0006099645138350769
2016-02-20 06:30:00,0.000390767244942103,0.00041090988643396393,0.00043105252792582493,0.0008997046533031237,0.00048476623857078756,0.0005290800498528817,0.0005458655844294326,0.0004632807543128025,0.00042299547132908054
2016-02-20 06:45:00,0.0002855065928229171,0.00028939103626268465,0.0003262932489404767,0.0004510809944430102,0.0002646277093341664,0.0004593354367525164,0.0004938098722804535,0.00033503324667995374,0.00026705548648402113
2016-02-20 07:00:00,0.0002816901873761485,0.0002905559729588026,0.0003050636220940549,0.0005045437977037738,0.0002998247487952138,0.0004348264838038114,0.0003445566669622416,0.0002877350411825036,0.0002760483238235503
2016-02-20 07:15:00,0.0001121284549843265,0.00011994693568901597,0.0001085052566089826,0.00018001575085919075,0.00010354719567430147,0.00016476017875247974,0.0001310072254663814,0.00012452360732102916,0.00013501181314439306
2016-02-20 07:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-20 07:45:00,4.31829002620445e-06,4.201157385349012e-06,5.2865865239428746e-06,6.699987056932159e-06,5.231924624877061e-06,7.457444801130708e-06,5.458381063864234e-06,5.239733467600764e-06,3.756053350098261e-06
2016-02-20 08:00:00,5.7624685743898666e-05,5.3106554856523496e-05,4.244080325353967e-05,7.473432894035176e-05,5.1847403625615725e-05,6.547586400720612e-05,7.814144403574946e-05,4.747740817717097e-05,5.540265415994363e-05
2016-02-20 08:15:00,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0
2016-02-20 08:30:00,0.0003199892464236622,0.0002567552971967051,0.0003095917178594981,0.0004409400889047548,0.0002828552158373617,0.0003471501373667847,0.0003757963895333592,0.00034354283153840114,0.00030110393943977233
2016-02-20 08:45:00,4.050704808986928e-05,2.8871225144586543e-05,3.590922842716367e-05,6.269987595901739e-05,3.3571789380760445e-05,4.6825839358168595e-05,4.125194624751433e-05,3.082337204048384e-05,3.0001415452737736e-05
2016-02-20 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-20 09:15:00,0.0,0.0,0.0,0.0,0.0,0.0,-2.168404344971009e-19,0.0,0.0
2016-02-20 09:30:00,0.00022350525360570212,0.0001620514497558585,0.00017178670581127937,0.00029002950331774406,0.0001803050548597725,0.00026133077973770165,0.0002568687873789671,0.00016478949052144555,0.0001894318574117294
2016-02-20 09:45:00,0.00019476002060899735,0.00025479113028882864,0.0001880519988834103,0.00030379379747066037,0.00026013480861260133,0.0002568376453915499,0.0003355147815628438,0.00018486853094584342,0.00026479631523546737
2016-02-20 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-20 10:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-20 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-20 10:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-20 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-20 11:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-20 11:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-20 11:45:00,0.0,0.0,0.0,0.0,0.0,0.0,-1.0842021724855044e-19,0.0,0.0
2016-02-20 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-20 12:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-20 12:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-20 12:45:00,0.0,0.0,0.0,0.0,0.0,0.0,-5.421010862427522e-20,0.0,0.0
2016-02-20 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-20 13:15:00,0.0,0.0,1.0842021724855044e-19,0.0,0.0,-2.168404344971009e-19,0.0,0.0,0.0
2016-02-20 13:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-20 13:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-20 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-20 14:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-20 14:30:00,9.583679298301798e-05,0.00012657896059515054,0.00010557363610572189,0.00015994679376846155,0.00010207274869081717,0.00013894146927903302,0.00013894146927903302,0.00012110882400936181,0.00011793614478960437
2016-02-20 14:45:00,0.0003345010203145123,0.0002899008842725774,0.0002676008162516099,0.0005056868365931157,0.0003823805781242366,0.00046272641143507535,0.00036467170057817415,0.0003082656461721976,0.00035647314615870087
2016-02-20 15:00:00,0.00014542108055307838,0.00017720383217911204,0.00020358951277430967,0.0003358177530297892,0.00014632059239155098,0.0002662555041879043,0.00023387307800288887,0.00019549390622805585,0.0001805020422535117
2016-02-20 15:15:00,0.00022775318357215284,0.00015688931314087516,0.00021588760526738076,0.0002778522919700794,0.00018259806613454805,0.00027093070462562896,0.000251484340181697,0.00017139168662448547,0.0002139100088832521
2016-02-20 15:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-20 15:45:00,0.00022133833337753734,0.00015243474785653008,0.000205555947867139,0.00035914550441955187,0.00017822547539791267,0.00028408293918716967,0.0002779239594757947,0.000176300794238108,0.0001551293014802566
2016-02-20 16:00:00,0.00022999634332498037,0.00021097091051317136,0.0002287279811375265,0.00026593327196950864,0.00019701892645117807,0.00029003215353113335,0.0002731206576984142,0.0002101253357215354,0.00015643133645265212
2016-02-20 16:15:00,0.0005750494979602215,0.0005526824534975278,0.0004964040835591372,0.0006868847202736899,0.0005288723739082088,0.0006912138256535661,0.000792226284517344,0.0005779355682134723,0.0005699988750170325
